1,0,Q1-E23,0
1,0,Q1-E68,0
1,0,Q1-E46,0
1,0,Q1-E96,0
1,0,Q1-E36,1
1,0,Q1-E82,1
1,0,Q1-E30,1
1,0,Q1-E19,0
1,0,Q1-E49,0
1,0,Q1-E31,1
1,0,Q1-E27,1
1,0,Q1-E37,1
1,0,Q1-E44,0
1,0,Q1-E65,1
1,0,Q1-E83,0
1,0,Q1-E5,0
1,0,Q1-E43,1
1,0,Q1-E50,0
1,0,Q1-E2,1
1,0,Q1-E3,1
1,0,Q1-E18,1
1,0,Q1-E33,1
1,0,Q1-E63,0
1,0,Q1-E45,0
1,0,Q1-E81,0
1,0,Q1-E47,0
1,0,Q1-E15,0
1,0,Q1-E98,0
1,0,Q1-E48,1
1,0,Q1-E11,0
1,0,Q1-E64,0
1,0,Q1-E62,0
1,0,Q1-E24,1
1,0,Q1-E88,1
1,0,Q1-E67,0
1,0,Q1-E6,0
1,0,Q1-E14,0
1,0,Q1-E17,1
1,0,Q1-E52,1
1,0,Q1-E90,1
1,0,Q1-E16,1
1,0,Q1-E87,1
1,0,Q1-E21,0
1,0,Q1-E7,1
1,0,Q1-E8,0
1,0,Q1-E76,0
1,0,Q1-E53,1
1,0,Q1-E13,1
1,0,Q1-E12,0
1,0,Q1-E79,0
1,0,Q1-E59,0
1,0,Q1-E54,0
1,0,Q1-E35,0
1,0,Q1-E34,1
1,0,Q1-E73,0
1,0,Q1-E56,1
1,0,Q1-E26,0
1,0,Q1-E72,0
1,0,Q1-E77,1
1,0,Q1-E100,1
1,0,Q1-E86,1
1,0,Q1-E1,0
1,0,Q1-E51,1
1,0,Q1-E91,0
1,0,Q1-E69,0
1,0,Q1-E42,1
1,0,Q1-E85,0
1,0,Q1-E32,1
1,0,Q1-E78,1
1,0,Q1-E80,0
1,0,Q1-E70,0
1,0,Q1-E92,0
1,0,Q1-E4,1
1,0,Q1-E60,0
1,0,Q1-E41,1
1,0,Q1-E10,1
1,0,Q1-E95,0
1,0,Q1-E97,1
1,0,Q1-E74,0
1,0,Q1-E22,1
1,0,Q1-E57,1
1,0,Q1-E94,0
1,0,Q1-E61,1
1,0,Q1-E93,1
1,0,Q1-E28,0
1,0,Q1-E20,1
1,0,Q1-E39,1
1,0,Q1-E55,0
1,0,Q1-E89,1
1,0,Q1-E9,0
1,0,Q1-E99,1
1,0,Q1-E71,0
1,0,Q1-E25,1
1,0,Q1-E84,0
1,0,Q1-E58,0
1,0,Q1-E38,0
1,0,Q1-E75,1
1,0,Q1-E40,1
1,0,Q1-E66,1
1,0,Q1-E29,0
2,0,Q2-E90,0
2,0,Q2-E9,1
2,0,Q2-E76,1
2,0,Q2-E39,1
2,0,Q2-E59,1
2,0,Q2-E84,0
2,0,Q2-E16,1
2,0,Q2-E46,0
2,0,Q2-E43,1
2,0,Q2-E75,1
2,0,Q2-E25,1
2,0,Q2-E6,1
2,0,Q2-E49,0
2,0,Q2-E34,0
2,0,Q2-E65,1
2,0,Q2-E82,0
2,0,Q2-E60,0
2,0,Q2-E78,0
2,0,Q2-E57,0
2,0,Q2-E68,0
2,0,Q2-E28,0
2,0,Q2-E67,1
2,0,Q2-E80,1
2,0,Q2-E48,0
2,0,Q2-E95,1
2,0,Q2-E15,1
2,0,Q2-E4,0
2,0,Q2-E54,1
2,0,Q2-E45,1
2,0,Q2-E3,1
2,0,Q2-E56,0
2,0,Q2-E13,1
2,0,Q2-E53,1
2,0,Q2-E97,1
2,0,Q2-E19,0
2,0,Q2-E40,0
2,0,Q2-E93,1
2,0,Q2-E12,1
2,0,Q2-E44,0
2,0,Q2-E47,1
2,0,Q2-E2,0
2,0,Q2-E98,0
2,0,Q2-E58,0
2,0,Q2-E52,1
2,0,Q2-E92,0
2,0,Q2-E71,0
2,0,Q2-E50,1
2,0,Q2-E73,0
2,0,Q2-E33,0
2,0,Q2-E74,0
2,0,Q2-E10,1
2,0,Q2-E38,0
2,0,Q2-E14,1
2,0,Q2-E77,0
2,0,Q2-E5,0
2,0,Q2-E81,0
2,0,Q2-E20,1
2,0,Q2-E62,0
2,0,Q2-E99,0
2,0,Q2-E8,0
2,0,Q2-E36,1
2,0,Q2-E88,0
2,0,Q2-E83,1
2,0,Q2-E70,0
2,0,Q2-E55,1
2,0,Q2-E42,1
2,0,Q2-E27,0
2,0,Q2-E89,0
2,0,Q2-E63,0
2,0,Q2-E32,1
2,0,Q2-E7,1
2,0,Q2-E91,1
2,0,Q2-E96,1
2,0,Q2-E23,1
2,0,Q2-E22,0
2,0,Q2-E29,1
2,0,Q2-E69,0
2,0,Q2-E37,1
2,0,Q2-E21,0
2,0,Q2-E35,0
2,0,Q2-E100,1
2,0,Q2-E30,1
2,0,Q2-E51,0
2,0,Q2-E41,0
2,0,Q2-E66,0
2,0,Q2-E17,0
2,0,Q2-E18,1
2,0,Q2-E31,0
2,0,Q2-E94,1
2,0,Q2-E85,1
2,0,Q2-E87,0
2,0,Q2-E64,0
2,0,Q2-E24,0
2,0,Q2-E1,0
2,0,Q2-E26,0
2,0,Q2-E79,0
2,0,Q2-E61,0
2,0,Q2-E72,1
2,0,Q2-E11,1
2,0,Q2-E86,0
3,0,Q3-E56,0
3,0,Q3-E74,1
3,0,Q3-E92,0
3,0,Q3-E60,0
